Text	AlexLabel	card	TAS20	F1	F2	F3	SubClass	Tokens	Words	Stems
Érase una vez una familia de pájaros que vivían en un rincón precioso del bosque inaccesible para los humanos. Había una cascada, vegetación y muchas rocas.	NoAlex	11	36.0	16.0	10.0	10.0	NoAlex-11	['Érase', 'una', 'vez', 'una', 'familia', 'de', 'pájaros', 'que', 'vivían', 'en', 'un', 'rincón', 'precioso', 'del', 'bosque', 'inaccesible', 'para', 'los', 'humanos', 'Había', 'una', 'cascada', 'vegetación', 'y', 'muchas', 'rocas']	['érase', 'vez', 'familia', 'pájaros', 'vivían', 'rincón', 'precioso', 'bosque', 'inaccesible', 'humanos', 'había', 'cascada', 'vegetación', 'muchas', 'rocas']	['eras', 'vez', 'famili', 'pajar', 'viv', 'rincon', 'precios', 'bosqu', 'inacces', 'human', 'hab', 'casc', 'veget', 'much', 'roc']
Había una vez un hombre, normal de cara al exterior, sin embargo era un asesino en serie que mataba a mujeres mientras dormían sin ningún tipo de remordimiento.	NoAlex	13HM	36.0	16.0	10.0	10.0	NoAlex-13HM	['Había', 'una', 'vez', 'un', 'hombre', 'normal', 'de', 'cara', 'al', 'exterior', 'sin', 'embargo', 'era', 'un', 'asesino', 'en', 'serie', 'que', 'mataba', 'a', 'mujeres', 'mientras', 'dormían', 'sin', 'ningún', 'tipo', 'de', 'remordimiento']	['había', 'vez', 'hombre', 'normal', 'cara', 'exterior', 'embargo', 'asesino', 'serie', 'mataba', 'mujeres', 'mientras', 'dormían', 'ningún', 'tipo', 'remordimiento']	['hab', 'vez', 'hombr', 'normal', 'car', 'exterior', 'embarg', 'asesin', 'seri', 'mat', 'mujer', 'mientr', 'dorm', 'ningun', 'tip', 'remord']
un niño músico, sentado y pensativo mirando a su violín.En busca de inspiración. 	Alex	1	54.0	17.0	17.0	20.0	Alex-1	['un', 'niño', 'músico', 'sentado', 'y', 'pensativo', 'mirando', 'a', 'su', 'violín', 'En', 'busca', 'de', 'inspiración']	['niño', 'músico', 'sentado', 'pensativo', 'mirando', 'violín', 'en', 'busca', 'inspiración']	['niñ', 'music', 'sent', 'pensat', 'mir', 'violin', 'en', 'busc', 'inspir']
un grupo de vaqueros tirados sobre la hierva, durmiendo. 	Alex	9VH	54.0	17.0	17.0	20.0	Alex-9VH	['un', 'grupo', 'de', 'vaqueros', 'tirados', 'sobre', 'la', 'hierva', 'durmiendo']	['grupo', 'vaqueros', 'tirados', 'hierva', 'durmiendo']	['grup', 'vaquer', 'tir', 'hierv', 'durm']
la ladera de una montaña, con algunas piedras sueltas....	Alex	11	54.0	17.0	17.0	20.0	Alex-11	['la', 'ladera', 'de', 'una', 'montaña', 'con', 'algunas', 'piedras', 'sueltas']	['ladera', 'montaña', 'piedras', 'sueltas']	['lader', 'montañ', 'piedr', 'suelt']
un hombre y una mujer, puede que la mujer esté muerta y el hombre esté llorando…	Alex	13HM	54.0	17.0	17.0	20.0	Alex-13HM	['un', 'hombre', 'y', 'una', 'mujer', 'puede', 'que', 'la', 'mujer', 'esté', 'muerta', 'y', 'el', 'hombre', 'esté', 'llorando']	['hombre', 'mujer', 'puede', 'mujer', 'muerta', 'hombre', 'llorando']	['hombr', 'muj', 'pued', 'muj', 'muert', 'hombr', 'llor']
Erase una vez un niño llamado Antonio que se aburría muchísimo en el colegio, hasta que aprendió que lo divertido es aprender siendo protagonista.	Alex	1	57.0	21.0	16.0	20.0	Alex-1	['Erase', 'una', 'vez', 'un', 'niño', 'llamado', 'Antonio', 'que', 'se', 'aburría', 'muchísimo', 'en', 'el', 'colegio', 'hasta', 'que', 'aprendió', 'que', 'lo', 'divertido', 'es', 'aprender', 'siendo', 'protagonista']	['erase', 'vez', 'niño', 'llamado', 'antonio', 'aburría', 'muchísimo', 'colegio', 'aprendió', 'divertido', 'aprender', 'siendo', 'protagonista']	['eras', 'vez', 'niñ', 'llam', 'antoni', 'aburr', 'muchisim', 'colegi', 'aprend', 'divert', 'aprend', 'siend', 'protagon']
Erase una vez un jornalero que tras largas horas de trabajo dormía junto con sus compañeros en el campo.	Alex	9VH	57.0	21.0	16.0	20.0	Alex-9VH	['Erase', 'una', 'vez', 'un', 'jornalero', 'que', 'tras', 'largas', 'horas', 'de', 'trabajo', 'dormía', 'junto', 'con', 'sus', 'compañeros', 'en', 'el', 'campo']	['erase', 'vez', 'jornalero', 'tras', 'largas', 'horas', 'trabajo', 'dormía', 'junto', 'compañeros', 'campo']	['eras', 'vez', 'jornaler', 'tras', 'larg', 'hor', 'trabaj', 'dorm', 'junt', 'compañer', 'camp']
Un precioso lugar donde se respiraba y paz y donde acudían la gente cuando querían desconectar de la vida diaria.	Alex	11	57.0	21.0	16.0	20.0	Alex-11	['Un', 'precioso', 'lugar', 'donde', 'se', 'respiraba', 'y', 'paz', 'y', 'donde', 'acudían', 'la', 'gente', 'cuando', 'querían', 'desconectar', 'de', 'la', 'vida', 'diaria']	['un', 'precioso', 'lugar', 'respiraba', 'paz', 'acudían', 'gente', 'querían', 'desconectar', 'vida', 'diaria']	['un', 'precios', 'lug', 'respir', 'paz', 'acud', 'gent', 'quer', 'desconect', 'vid', 'diari']
Un hombre que al llegar a casa encontró a su mujer fallecida en la cama.	Alex	13HM	57.0	21.0	16.0	20.0	Alex-13HM	['Un', 'hombre', 'que', 'al', 'llegar', 'a', 'casa', 'encontró', 'a', 'su', 'mujer', 'fallecida', 'en', 'la', 'cama']	['un', 'hombre', 'llegar', 'casa', 'encontró', 'mujer', 'fallecida', 'cama']	['un', 'hombr', 'lleg', 'cas', 'encontr', 'muj', 'fallec', 'cam']
un niño queriendo tocar el violín y se quedó pensando a quien le podía pedir ayuda para que le enseñara.	NoAlex	1	38.0	7.0	13.0	18.0	NoAlex-1	['un', 'niño', 'queriendo', 'tocar', 'el', 'violín', 'y', 'se', 'quedó', 'pensando', 'a', 'quien', 'le', 'podía', 'pedir', 'ayuda', 'para', 'que', 'le', 'enseñara']	['niño', 'queriendo', 'tocar', 'violín', 'quedó', 'pensando', 'podía', 'pedir', 'ayuda', 'enseñara']	['niñ', 'quer', 'toc', 'violin', 'qued', 'pens', 'pod', 'ped', 'ayud', 'enseñ']
un grupo de cowboys que decidieron descansar en la hierba y comer todos juntos para continuar el viaje a lo largo del territorio de Texas.	NoAlex	9VH	38.0	7.0	13.0	18.0	NoAlex-9VH	['un', 'grupo', 'de', 'cowboys', 'que', 'decidieron', 'descansar', 'en', 'la', 'hierba', 'y', 'comer', 'todos', 'juntos', 'para', 'continuar', 'el', 'viaje', 'a', 'lo', 'largo', 'del', 'territorio', 'de', 'Texas']	['grupo', 'cowboys', 'decidieron', 'descansar', 'hierba', 'comer', 'juntos', 'continuar', 'viaje', 'largo', 'territorio', 'texas']	['grup', 'cowboys', 'decid', 'descans', 'hierb', 'com', 'junt', 'continu', 'viaj', 'larg', 'territori', 'tex']
un desprendimiento de rocas que casi alcanza al viajero del alba y su compinche. 	NoAlex	11	38.0	7.0	13.0	18.0	NoAlex-11	['un', 'desprendimiento', 'de', 'rocas', 'que', 'casi', 'alcanza', 'al', 'viajero', 'del', 'alba', 'y', 'su', 'compinche']	['desprendimiento', 'rocas', 'casi', 'alcanza', 'viajero', 'alba', 'compinche']	['desprend', 'roc', 'casi', 'alcanz', 'viajer', 'alba', 'compinch']
una joven enferma que no pudo más y aprovecho un instante para dejar este mundo mientras su marido fue a buscar las medicinas.	NoAlex	13HM	38.0	7.0	13.0	18.0	NoAlex-13HM	['una', 'joven', 'enferma', 'que', 'no', 'pudo', 'más', 'y', 'aprovecho', 'un', 'instante', 'para', 'dejar', 'este', 'mundo', 'mientras', 'su', 'marido', 'fue', 'a', 'buscar', 'las', 'medicinas']	['joven', 'enferma', 'pudo', 'aprovecho', 'instante', 'dejar', 'mundo', 'mientras', 'marido', 'buscar', 'medicinas']	['jov', 'enferm', 'pud', 'aprovech', 'instant', 'dej', 'mund', 'mientr', 'mar', 'busc', 'medicin']
un niño llamado Pablo al que le habían regalado un precioso violín por su cumpleaños, pero cuando se puso a tocarlo, como no sabía, se le rompió una cuerda y se puso muy triste. Menos mal que su padre sabía y se la arregló rápido.	NoAlex	1	41.0	13.0	12.0	16.0	NoAlex-1	['un', 'niño', 'llamado', 'Pablo', 'al', 'que', 'le', 'habían', 'regalado', 'un', 'precioso', 'violín', 'por', 'su', 'cumpleaños', 'pero', 'cuando', 'se', 'puso', 'a', 'tocarlo', 'como', 'no', 'sabía', 'se', 'le', 'rompió', 'una', 'cuerda', 'y', 'se', 'puso', 'muy', 'triste', 'Menos', 'mal', 'que', 'su', 'padre', 'sabía', 'y', 'se', 'la', 'arregló', 'rápido']	['niño', 'llamado', 'pablo', 'regalado', 'precioso', 'violín', 'cumpleaños', 'puso', 'tocarlo', 'sabía', 'rompió', 'cuerda', 'puso', 'triste', 'menos', 'mal', 'padre', 'sabía', 'arregló', 'rápido']	['niñ', 'llam', 'pabl', 'regal', 'precios', 'violin', 'cumpleañ', 'pus', 'toc', 'sab', 'romp', 'cuerd', 'pus', 'trist', 'men', 'mal', 'padr', 'sab', 'arregl', 'rap']
Tras pasar todo el día segando los campos de trigo bajo el sol y con un calor agotador, el grupo de trabajadores aprovechó el momento de después de comer para echarse una siesta reconfortante.	NoAlex	9VH	41.0	13.0	12.0	16.0	NoAlex-9VH	['Tras', 'pasar', 'todo', 'el', 'día', 'segando', 'los', 'campos', 'de', 'trigo', 'bajo', 'el', 'sol', 'y', 'con', 'un', 'calor', 'agotador', 'el', 'grupo', 'de', 'trabajadores', 'aprovechó', 'el', 'momento', 'de', 'después', 'de', 'comer', 'para', 'echarse', 'una', 'siesta', 'reconfortante']	['tras', 'pasar', 'día', 'segando', 'campos', 'trigo', 'bajo', 'sol', 'calor', 'agotador', 'grupo', 'trabajadores', 'aprovechó', 'momento', 'después', 'comer', 'echarse', 'siesta', 'reconfortante']	['tras', 'pas', 'dia', 'seg', 'camp', 'trig', 'baj', 'sol', 'calor', 'agot', 'grup', 'trabaj', 'aprovech', 'moment', 'despues', 'com', 'echars', 'siest', 'reconfort']
Tras un viaje lleno de aventuras y dificultades, por fin llegaron a la cascada tras la que se escondía el tesoro ansiado, finalmente habían encontrado el escondite del Tesoro de Barbanegra.	NoAlex	11	41.0	13.0	12.0	16.0	NoAlex-11	['Tras', 'un', 'viaje', 'lleno', 'de', 'aventuras', 'y', 'dificultades', 'por', 'fin', 'llegaron', 'a', 'la', 'cascada', 'tras', 'la', 'que', 'se', 'escondía', 'el', 'tesoro', 'ansiado', 'finalmente', 'habían', 'encontrado', 'el', 'escondite', 'del', 'Tesoro', 'de', 'Barbanegra']	['tras', 'viaje', 'lleno', 'aventuras', 'dificultades', 'fin', 'llegaron', 'cascada', 'tras', 'escondía', 'tesoro', 'ansiado', 'finalmente', 'encontrado', 'escondite', 'tesoro', 'barbanegra']	['tras', 'viaj', 'llen', 'aventur', 'dificultad', 'fin', 'lleg', 'casc', 'tras', 'escond', 'tesor', 'ansi', 'final', 'encontr', 'escondit', 'tesor', 'barbanegr']
Por más que intentó salvarla, el doctor no pudo hacer nada por la pobre Luci, que murió en su cama tras horas de fallidos intentos de recuperar su corazón.	NoAlex	13HM	41.0	13.0	12.0	16.0	NoAlex-13HM	['Por', 'más', 'que', 'intentó', 'salvarla', 'el', 'doctor', 'no', 'pudo', 'hacer', 'nada', 'por', 'la', 'pobre', 'Luci', 'que', 'murió', 'en', 'su', 'cama', 'tras', 'horas', 'de', 'fallidos', 'intentos', 'de', 'recuperar', 'su', 'corazón']	['por', 'intentó', 'salvarla', 'doctor', 'pudo', 'hacer', 'pobre', 'luci', 'murió', 'cama', 'tras', 'horas', 'fallidos', 'intentos', 'recuperar', 'corazón']	['por', 'intent', 'salv', 'doctor', 'pud', 'hac', 'pobr', 'luci', 'mur', 'cam', 'tras', 'hor', 'fall', 'intent', 'recuper', 'corazon']
Es un momento para la lectura o estudio que me recuerda a mi epoca estufiantil de mi infancia. 	NoAlex	1	29.0	8.0	6.0	15.0	NoAlex-1	['Es', 'un', 'momento', 'para', 'la', 'lectura', 'o', 'estudio', 'que', 'me', 'recuerda', 'a', 'mi', 'epoca', 'estufiantil', 'de', 'mi', 'infancia']	['es', 'momento', 'lectura', 'estudio', 'recuerda', 'epoca', 'estufiantil', 'infancia']	['es', 'moment', 'lectur', 'estudi', 'recuerd', 'epoc', 'estufiantil', 'infanci']
Tras una gran caminata nis relajamos debajo de la sombra de un gran árbol.	NoAlex	9VH	29.0	8.0	6.0	15.0	NoAlex-9VH	['Tras', 'una', 'gran', 'caminata', 'nis', 'relajamos', 'debajo', 'de', 'la', 'sombra', 'de', 'un', 'gran', 'árbol']	['tras', 'gran', 'caminata', 'nis', 'relajamos', 'debajo', 'sombra', 'gran', 'árbol']	['tras', 'gran', 'caminat', 'nis', 'relaj', 'debaj', 'sombr', 'gran', 'arbol']
Me recuerda al paisaje donde yo vivo, esos barrancos llenos de agua glaciar tras el deshielo, tipico de la primavera en el Pirineo.	NoAlex	11	29.0	8.0	6.0	15.0	NoAlex-11	['Me', 'recuerda', 'al', 'paisaje', 'donde', 'yo', 'vivo', 'esos', 'barrancos', 'llenos', 'de', 'agua', 'glaciar', 'tras', 'el', 'deshielo', 'tipico', 'de', 'la', 'primavera', 'en', 'el', 'Pirineo']	['me', 'recuerda', 'paisaje', 'vivo', 'barrancos', 'llenos', 'agua', 'glaciar', 'tras', 'deshielo', 'tipico', 'primavera', 'pirineo']	['me', 'recuerd', 'paisaj', 'viv', 'barranc', 'llen', 'agu', 'glaci', 'tras', 'deshiel', 'tipic', 'primaver', 'pirine']
Imagen que me recuerda la despedida de un ser querido.	NoAlex	13HM	29.0	8.0	6.0	15.0	NoAlex-13HM	['Imagen', 'que', 'me', 'recuerda', 'la', 'despedida', 'de', 'un', 'ser', 'querido']	['imagen', 'recuerda', 'despedida', 'ser', 'querido']	['imag', 'recuerd', 'desped', 'ser', 'quer']
Érase una vez un niño que tras horas de práctica infructuosas con su violín estuvo a punto de abandonar sus estudios. Pero en lugar de ello tras dejarlo reposar sobre la mesa al explorar su estructura, materiales y funcionamiento supo encontrar como transformar la frustración que estaba sintiendo en un camino de aprendizaje interactivo con su instrumento, compañero de nuevas aventuras llenas de asombro.	NoAlex	1	44.0	14.0	12.0	18.0	NoAlex-1	['Érase', 'una', 'vez', 'un', 'niño', 'que', 'tras', 'horas', 'de', 'práctica', 'infructuosas', 'con', 'su', 'violín', 'estuvo', 'a', 'punto', 'de', 'abandonar', 'sus', 'estudios', 'Pero', 'en', 'lugar', 'de', 'ello', 'tras', 'dejarlo', 'reposar', 'sobre', 'la', 'mesa', 'al', 'explorar', 'su', 'estructura', 'materiales', 'y', 'funcionamiento', 'supo', 'encontrar', 'como', 'transformar', 'la', 'frustración', 'que', 'estaba', 'sintiendo', 'en', 'un', 'camino', 'de', 'aprendizaje', 'interactivo', 'con', 'su', 'instrumento', 'compañero', 'de', 'nuevas', 'aventuras', 'llenas', 'de', 'asombro']	['érase', 'vez', 'niño', 'tras', 'horas', 'práctica', 'infructuosas', 'violín', 'punto', 'abandonar', 'estudios', 'pero', 'lugar', 'ello', 'tras', 'dejarlo', 'reposar', 'mesa', 'explorar', 'estructura', 'materiales', 'funcionamiento', 'supo', 'encontrar', 'transformar', 'frustración', 'camino', 'aprendizaje', 'interactivo', 'instrumento', 'compañero', 'nuevas', 'aventuras', 'llenas', 'asombro']	['eras', 'vez', 'niñ', 'tras', 'hor', 'practic', 'infructu', 'violin', 'punt', 'abandon', 'estudi', 'per', 'lug', 'ello', 'tras', 'dej', 'rep', 'mes', 'explor', 'estructur', 'material', 'funcion', 'sup', 'encontr', 'transform', 'frustracion', 'camin', 'aprendizaj', 'interact', 'instrument', 'compañer', 'nuev', 'aventur', 'llen', 'asombr']
Tras la dura tarea de recoger las uvas en el viñedo, los muchachos se echaron una siesta en el prado mientras hablaban y fantaseaban sobre sus enamoradas y las proximas fiestas del pueblo.La tarde transcurrió apacible y al bajar la solana volvieron a su trabajo con ilusión de cumplir sus sueños en un futuro cercano.	NoAlex	9VH	44.0	14.0	12.0	18.0	NoAlex-9VH	['Tras', 'la', 'dura', 'tarea', 'de', 'recoger', 'las', 'uvas', 'en', 'el', 'viñedo', 'los', 'muchachos', 'se', 'echaron', 'una', 'siesta', 'en', 'el', 'prado', 'mientras', 'hablaban', 'y', 'fantaseaban', 'sobre', 'sus', 'enamoradas', 'y', 'las', 'proximas', 'fiestas', 'del', 'pueblo', 'La', 'tarde', 'transcurrió', 'apacible', 'y', 'al', 'bajar', 'la', 'solana', 'volvieron', 'a', 'su', 'trabajo', 'con', 'ilusión', 'de', 'cumplir', 'sus', 'sueños', 'en', 'un', 'futuro', 'cercano']	['tras', 'dura', 'tarea', 'recoger', 'uvas', 'viñedo', 'muchachos', 'echaron', 'siesta', 'prado', 'mientras', 'hablaban', 'fantaseaban', 'enamoradas', 'proximas', 'fiestas', 'pueblo', 'la', 'tarde', 'transcurrió', 'apacible', 'bajar', 'solana', 'volvieron', 'trabajo', 'ilusión', 'cumplir', 'sueños', 'futuro', 'cercano']	['tras', 'dur', 'tare', 'recog', 'uvas', 'viñed', 'muchach', 'echaron', 'siest', 'prad', 'mientr', 'habl', 'fantas', 'enamor', 'proxim', 'fiest', 'puebl', 'la', 'tard', 'transcurr', 'apac', 'baj', 'solan', 'volv', 'trabaj', 'ilusion', 'cumpl', 'sueñ', 'futur', 'cercan']
La búsqueda no había resultado infrucuosa, el sonido y la sensación de humedad creciente que había percibido en el aire no lo habían engañado; ahí estaba frente a el ese manantial que surgía a borbotones desde la pared del escarpado desfiladero. Supo entonces que podría saciar su sed y continuar adelante.	NoAlex	11	44.0	14.0	12.0	18.0	NoAlex-11	['La', 'búsqueda', 'no', 'había', 'resultado', 'infrucuosa', 'el', 'sonido', 'y', 'la', 'sensación', 'de', 'humedad', 'creciente', 'que', 'había', 'percibido', 'en', 'el', 'aire', 'no', 'lo', 'habían', 'engañado', 'ahí', 'estaba', 'frente', 'a', 'el', 'ese', 'manantial', 'que', 'surgía', 'a', 'borbotones', 'desde', 'la', 'pared', 'del', 'escarpado', 'desfiladero', 'Supo', 'entonces', 'que', 'podría', 'saciar', 'su', 'sed', 'y', 'continuar', 'adelante']	['la', 'búsqueda', 'resultado', 'infrucuosa', 'sonido', 'sensación', 'humedad', 'creciente', 'percibido', 'aire', 'engañado', 'ahí', 'frente', 'manantial', 'surgía', 'borbotones', 'pared', 'escarpado', 'desfiladero', 'supo', 'entonces', 'podría', 'saciar', 'sed', 'continuar', 'adelante']	['la', 'busqued', 'result', 'infrucu', 'son', 'sensacion', 'humed', 'crecient', 'percib', 'air', 'engañ', 'ahi', 'frent', 'manantial', 'surg', 'borboton', 'par', 'escarp', 'desfilader', 'sup', 'entonc', 'podr', 'saci', 'sed', 'continu', 'adel']
La desesperación se apoderó de él, comprendió que todas las señales que ella le había dado sobre su desencanto con la vida eran la antesala de un suicidio premeditado que no vio venir; no pudo llegar a tiempo para salvarla.	NoAlex	13HM	44.0	14.0	12.0	18.0	NoAlex-13HM	['La', 'desesperación', 'se', 'apoderó', 'de', 'él', 'comprendió', 'que', 'todas', 'las', 'señales', 'que', 'ella', 'le', 'había', 'dado', 'sobre', 'su', 'desencanto', 'con', 'la', 'vida', 'eran', 'la', 'antesala', 'de', 'un', 'suicidio', 'premeditado', 'que', 'no', 'vio', 'venir', 'no', 'pudo', 'llegar', 'a', 'tiempo', 'para', 'salvarla']	['la', 'desesperación', 'apoderó', 'comprendió', 'todas', 'señales', 'dado', 'desencanto', 'vida', 'antesala', 'suicidio', 'premeditado', 'vio', 'venir', 'pudo', 'llegar', 'tiempo', 'salvarla']	['la', 'desesper', 'apoder', 'comprend', 'tod', 'señal', 'dad', 'desencant', 'vid', 'antesal', 'suicidi', 'premedit', 'vio', 'ven', 'pud', 'lleg', 'tiemp', 'salv']
Un niño que debia empezar a practicar para su clase de violin, pero  no esta a seguro de querer hacerlo ni siquiera dé que le guste ese instrumento. 	NoAlex	1	47.0	14.0	13.0	20.0	NoAlex-1	['Un', 'niño', 'que', 'debia', 'empezar', 'a', 'practicar', 'para', 'su', 'clase', 'de', 'violin', 'pero', 'no', 'esta', 'a', 'seguro', 'de', 'querer', 'hacerlo', 'ni', 'siquiera', 'dé', 'que', 'le', 'guste', 'ese', 'instrumento']	['un', 'niño', 'debia', 'empezar', 'practicar', 'clase', 'violin', 'seguro', 'querer', 'hacerlo', 'siquiera', 'dé', 'guste', 'instrumento']	['un', 'niñ', 'debi', 'empez', 'practic', 'clas', 'violin', 'segur', 'quer', 'hac', 'siqu', 'de', 'gust', 'instrument']
un grupo de amigos descansando antes de volver al trabajo.	NoAlex	9VH	47.0	14.0	13.0	20.0	NoAlex-9VH	['un', 'grupo', 'de', 'amigos', 'descansando', 'antes', 'de', 'volver', 'al', 'trabajo']	['grupo', 'amigos', 'descansando', 'volver', 'trabajo']	['grup', 'amig', 'descans', 'volv', 'trabaj']
la aventura, el  campo, la naturaleza, descubrir, oler, sentir el sol que cae sobre la piel  y disfrutar.	NoAlex	11	47.0	14.0	13.0	20.0	NoAlex-11	['la', 'aventura', 'el', 'campo', 'la', 'naturaleza', 'descubrir', 'oler', 'sentir', 'el', 'sol', 'que', 'cae', 'sobre', 'la', 'piel', 'y', 'disfrutar']	['aventura', 'campo', 'naturaleza', 'descubrir', 'oler', 'sentir', 'sol', 'cae', 'piel', 'disfrutar']	['aventur', 'camp', 'naturalez', 'descubr', 'oler', 'sent', 'sol', 'cae', 'piel', 'disfrut']
un hombre que quisiéra seguir compartiendo el lécho con su esposa, pero uff ni modo, hay que ir a trabajar.	NoAlex	13HM	47.0	14.0	13.0	20.0	NoAlex-13HM	['un', 'hombre', 'que', 'quisiéra', 'seguir', 'compartiendo', 'el', 'lécho', 'con', 'su', 'esposa', 'pero', 'uff', 'ni', 'modo', 'hay', 'que', 'ir', 'a', 'trabajar']	['hombre', 'quisiéra', 'seguir', 'compartiendo', 'lécho', 'esposa', 'uff', 'modo', 'ir', 'trabajar']	['hombr', 'quisier', 'segu', 'compart', 'lech', 'espos', 'uff', 'mod', 'ir', 'trabaj']
Un niño que estaba imaginando como convertise en un gran violinista. Con esfuerzo y mucho estudio llegaría a ser un gran músico 	Alex	1	69.0	22.0	20.0	27.0	Alex-1	['Un', 'niño', 'que', 'estaba', 'imaginando', 'como', 'convertise', 'en', 'un', 'gran', 'violinista', 'Con', 'esfuerzo', 'y', 'mucho', 'estudio', 'llegaría', 'a', 'ser', 'un', 'gran', 'músico']	['un', 'niño', 'imaginando', 'convertise', 'gran', 'violinista', 'con', 'esfuerzo', 'estudio', 'llegaría', 'ser', 'gran', 'músico']	['un', 'niñ', 'imagin', 'convertis', 'gran', 'violin', 'con', 'esfuerz', 'estudi', 'lleg', 'ser', 'gran', 'music']
un grupo de personas que estaban descansando después de realizar un gran esfuerzo levantando una iglesia todos juntos.	Alex	9VH	69.0	22.0	20.0	27.0	Alex-9VH	['un', 'grupo', 'de', 'personas', 'que', 'estaban', 'descansando', 'después', 'de', 'realizar', 'un', 'gran', 'esfuerzo', 'levantando', 'una', 'iglesia', 'todos', 'juntos']	['grupo', 'personas', 'descansando', 'después', 'realizar', 'gran', 'esfuerzo', 'levantando', 'iglesia', 'juntos']	['grup', 'person', 'descans', 'despues', 'realiz', 'gran', 'esfuerz', 'levant', 'iglesi', 'junt']
Érase una vez...un frondoso y mágico bosque lleno de animales fantásticos, plantas originales y cascadas nunca vistas. 	Alex	11	69.0	22.0	20.0	27.0	Alex-11	['Érase', 'una', 'vez', 'un', 'frondoso', 'y', 'mágico', 'bosque', 'lleno', 'de', 'animales', 'fantásticos', 'plantas', 'originales', 'y', 'cascadas', 'nunca', 'vistas']	['érase', 'vez', 'frondoso', 'mágico', 'bosque', 'lleno', 'animales', 'fantásticos', 'plantas', 'originales', 'cascadas', 'nunca', 'vistas']	['eras', 'vez', 'frondos', 'magic', 'bosqu', 'llen', 'animal', 'fantast', 'plant', 'original', 'casc', 'nunc', 'vist']
un hombre que acababa de encontrar muerta a su mujer.no podía encontrar el consuelo de esa pérdida. 	Alex	13HM	69.0	22.0	20.0	27.0	Alex-13HM	['un', 'hombre', 'que', 'acababa', 'de', 'encontrar', 'muerta', 'a', 'su', 'mujer', 'no', 'podía', 'encontrar', 'el', 'consuelo', 'de', 'esa', 'pérdida']	['hombre', 'acababa', 'encontrar', 'muerta', 'mujer', 'podía', 'encontrar', 'consuelo', 'pérdida']	['hombr', 'acab', 'encontr', 'muert', 'muj', 'pod', 'encontr', 'consuel', 'perd']
 un niño al que sus padres de clase acomodada le dijeron que tenía que aprender a tocar el violín y el niño lo odiaba.	Alex	1	72.0	26.0	22.0	24.0	Alex-1	['un', 'niño', 'al', 'que', 'sus', 'padres', 'de', 'clase', 'acomodada', 'le', 'dijeron', 'que', 'tenía', 'que', 'aprender', 'a', 'tocar', 'el', 'violín', 'y', 'el', 'niño', 'lo', 'odiaba']	['niño', 'padres', 'clase', 'acomodada', 'dijeron', 'aprender', 'tocar', 'violín', 'niño', 'odiaba']	['niñ', 'padr', 'clas', 'acomod', 'dijeron', 'aprend', 'toc', 'violin', 'niñ', 'odi']
unos tíos que se fueron de juerga y ahora están durmiendo la mona.	Alex	9VH	72.0	26.0	22.0	24.0	Alex-9VH	['unos', 'tíos', 'que', 'se', 'fueron', 'de', 'juerga', 'y', 'ahora', 'están', 'durmiendo', 'la', 'mona']	['tíos', 'juerga', 'ahora', 'durmiendo', 'mona']	['tios', 'juerg', 'ahor', 'durm', 'mon']
Érase una vez... unos caballeros que volvían de jugar a Cruzadas cuando un dragón les atacó camino de casa... (no se aprecia bien la zona alrededor del puente)	Alex	11	72.0	26.0	22.0	24.0	Alex-11	['Érase', 'una', 'vez', 'unos', 'caballeros', 'que', 'volvían', 'de', 'jugar', 'a', 'Cruzadas', 'cuando', 'un', 'dragón', 'les', 'atacó', 'camino', 'de', 'casa', 'no', 'se', 'aprecia', 'bien', 'la', 'zona', 'alrededor', 'del', 'puente']	['érase', 'vez', 'caballeros', 'volvían', 'jugar', 'cruzadas', 'dragón', 'atacó', 'camino', 'casa', 'aprecia', 'bien', 'zona', 'alrededor', 'puente']	['eras', 'vez', 'caballer', 'volv', 'jug', 'cruz', 'dragon', 'atac', 'camin', 'cas', 'apreci', 'bien', 'zon', 'alrededor', 'puent']
un hombre que mata a su amante porque ella le amenazó con contárselo a su mujer si este no se iba con ella.	Alex	13HM	72.0	26.0	22.0	24.0	Alex-13HM	['un', 'hombre', 'que', 'mata', 'a', 'su', 'amante', 'porque', 'ella', 'le', 'amenazó', 'con', 'contárselo', 'a', 'su', 'mujer', 'si', 'este', 'no', 'se', 'iba', 'con', 'ella']	['hombre', 'mata', 'amante', 'amenazó', 'contárselo', 'mujer', 'si', 'iba']	['hombr', 'mat', 'amant', 'amenaz', 'cont', 'muj', 'si', 'iba']
Un niño que quería estudiar violín pero le obligaban a estudiar una carrera con más salidas.	NoAlex	1	39.0	11.0	5.0	23.0	NoAlex-1	['Un', 'niño', 'que', 'quería', 'estudiar', 'violín', 'pero', 'le', 'obligaban', 'a', 'estudiar', 'una', 'carrera', 'con', 'más', 'salidas']	['un', 'niño', 'quería', 'estudiar', 'violín', 'obligaban', 'estudiar', 'carrera', 'salidas']	['un', 'niñ', 'quer', 'estudi', 'violin', 'oblig', 'estudi', 'carrer', 'sal']
