Text	AlexLabel	card	TAS20	F1	F2	F3	SubClass
"Erase una vez un niño al que regalaron un violín. Después de agradecer el preciado regalo a sus tíoss cogió el violín y se lo llevó  su habitación. Alli, sentado en su escritlrio, miraba y remiraba aquel violín mientras se preguntaba "" ¿Por qué no me habrán comprado el microscopio que había pedido?"" "	NoAlex	1	41.0	13.0	13.0	15.0	NoAlex-1
Érase una vez cuatro amigos que salieron a bailar. Y bailaron. Y rieron. Y al día siguiente la hierba acogió, cómplice, su descanso.	NoAlex	9VH	41.0	13.0	13.0	15.0	NoAlex-9VH
Érase una vez un barco velero que, cegado por el brillo del faro, se deshizo contra el espigón empujado por la furia del mar.	NoAlex	11	41.0	13.0	13.0	15.0	NoAlex-11
"Érase una vez un pobre hombre, pobre, que compungido le decía a su mu mujer, a esa que ya no quería ser su esposa ""mira lo que me has hecho hacer"" "	NoAlex	13HM	41.0	13.0	13.0	15.0	NoAlex-13HM
Érase un niño que se aburría tanto en sus clases de música que se dedicaba a dormir y soñar con jugar al aire libre.	NoAlex	1	34.0	13.0	10.0	11.0	NoAlex-1
Así era la vida de los hombres del campo antiguamente, compañeros que compartían todo, hasta el descanso	NoAlex	9VH	34.0	13.0	10.0	11.0	NoAlex-9VH
Y las niñas habían quedado atrapadas en la cascada, les había sorprendido la crecida del río paseando por el bosque, ahora tenían q esperar hasta q alguien las encontrará y rescatarse.	NoAlex	11	34.0	13.0	10.0	11.0	NoAlex-11
No podía creer lo q había hecho, la había matado con mis propias manos, a ella a la mujer que amaba.	NoAlex	13HM	34.0	13.0	10.0	11.0	NoAlex-13HM
Érase una vez un niño que al que le obligaban tocar el violín. A él le gustaba la música, pero no era muy bueno tocando instrumentos y sus padres le obligaban a ir al conservatorio y tomar clases de música, pero a él le daba vergüenza hacerlo delante de sus amigos. Y al llegar a casa, cuando tenía que estudiar las partituras, se aburría y agobiaba a la vez. 	NoAlex	1	42.0	15.0	10.0	17.0	NoAlex-1
Érase una vez unos granjeros, unos campesinos que vivían en el pueblo, cansados de trabajar, de estar todo el día con el ganado, cargando alpacas, segando prados... aprovecharon los primeros rayos de sol, después de comerse el bocadillo de jamón que traían para comer, para tumbarse en los prados, que todavía no estaban segados, y dormir una pequeña siesta. 	NoAlex	9VH	42.0	15.0	10.0	17.0	NoAlex-9VH
Érase una vez un hombre que estaba realizando kayak por el río, se adentró en unos rápidos que le hicieron perder el control de su canoa y cayó dese una gran catarata. Un dragón dormido en una cueva cerca de las cataratas, se despertó debido al gran golpe que ocasionó el hombre, pero cuando el dragón quiso salvarle, ya era demasiado tarde. 	NoAlex	11	42.0	15.0	10.0	17.0	NoAlex-11
Érase una vez un matrimonio que llevaba muchos años juntos, se vio afectado por la crisis económica y debido a ello tuvieron que mudarse a una casa mucho más humilde y pobre. El hombre tenía que trabajar hasta tarde y levantarse temprano todos los días, mientras que la mujer descansaba, como podía, en una cama muy pequeña por las noches, y durante el día se recorría las calles en busca de alguna solución mejor. 	NoAlex	13HM	42.0	15.0	10.0	17.0	NoAlex-13HM
Un niño aburrido pensando como iba a aprender a tocar el violín si el quería tocar el piano. Se estaba quedando dormido mientras miraba la partitura, la noche anterior había bajado con su padre a la feria y se había acostado tarde. En cuanto llegara a casa, le diría que no quería seguir con las clases de violín.	NoAlex	1	46.0	18.0	12.0	16.0	NoAlex-1
Un grupo de hombres que descansan después de su última fechoría, ser un gánster no es tan glamuroso como uno pueda pensar. Hacia poco que habían perdido a Rechi en una trifulca con la policía, fue un duro golpe, y Banner había empezado a cuestionarse su estilo de vida. Si quería que el grupo siguiera unido tendría que llevarles a divertirse un rato y descansar antes del siguiente golpe.	NoAlex	9VH	46.0	18.0	12.0	16.0	NoAlex-9VH
La nave había aterrizado con éxito y el dragón quiso acercarse a echar un vistazo, le encantaban las luces. El ruido había sido molesto y le había despertado pero algo así de interesante merecía su atención. De la nave salieron 3 personas, que al verle se asustaron y se refugiaron de nuevo en ella, el se quedó allí con curiosidad, hasta que uno de ellos se atrevió a salir y habló en su lengua. Le pareció divertido, y como tenía más curiosidad que hambre, dejó que la pequeña criatura hablase.	NoAlex	11	46.0	18.0	12.0	16.0	NoAlex-11
El doctor solo pudo certificar su muerte, estaba agotado después de todo el día haciendo visitas y aquello le había dejado tremendamente exhausto. Tan solo tenía que regresar a casa, tomarse un whisky y mañana amanecerá de nuevo.	NoAlex	13HM	46.0	18.0	12.0	16.0	NoAlex-13HM
Un niño abre su regalo de navidad y se enfada porque no eran bailes de Fortnite. En vez de eso, le han regalado un violín Stradivarius.	NoAlex	1	42.0	19.0	11.0	12.0	NoAlex-1
Un artista convoca a una multitud de personas con sombrero en una explanada para tomar una fotografía aérea. La fotografía se intenta asemejar al típico ejercicio infantil de unir los puntos para dibujar una forma. En este caso, las personas con sombrero son los puntos y, uniendo la linea imaginaria entre puntos, dibujarían la forma de un sombrero.	NoAlex	9VH	42.0	19.0	11.0	12.0	NoAlex-9VH
Debido a un incendio, una familia de pájaros comienzan un viaje para buscar un nuevo asentamiento.	NoAlex	11	42.0	19.0	11.0	12.0	NoAlex-11
Un hombre llora desconsolado porque inevitablemente se tiene que marchar de viaje a un lugar lejano y posiblemente no vuelva a ver a su amada. Decide irse sin despertarla, para evitar una dolorosa despedida.	NoAlex	13HM	42.0	19.0	11.0	12.0	NoAlex-13HM
Es un niño que está aburrido, está cansado de tocar el violín 	NoAlex	1	37.0	14.0	10.0	13.0	NoAlex-1
Esta imagen refleja a varios hombres en el descanso de su trabajo, echándose la siesta en el campo, tapándose de los rayos del sol	NoAlex	9VH	37.0	14.0	10.0	13.0	NoAlex-9VH
en esta imagen veo una cascada con rocas alrededor 	NoAlex	11	37.0	14.0	10.0	13.0	NoAlex-11
La imagen representa a una mujer enferma, y su marido cansado por estar día y noche cuidando de ella	NoAlex	13HM	37.0	14.0	10.0	13.0	NoAlex-13HM
un niño que tenía que ir q clases de violín todos los días después del cole porque sus padres querían que fuera un buen violinista pero  a el no le gustaba nada y esta desmotivado 	NoAlex	1	49.0	19.0	13.0	17.0	NoAlex-1
un grupo de amigos que se fueron a comer y a pasar el día al campo y ahora se están echando una siesta después de tomar una copas 	NoAlex	9VH	49.0	19.0	13.0	17.0	NoAlex-9VH
un puente en ruinas entre una montaña y una cascada y un grupo de personas caminando entre las montañas	NoAlex	11	49.0	19.0	13.0	17.0	NoAlex-11
un hombre que acaba de matar a su mujer porque estaba sufriendo mucho porque estaba muy enferma 	NoAlex	13HM	49.0	19.0	13.0	17.0	NoAlex-13HM
un Niño cansado de estudiar y presionado por sus padres. Está triste porque se siente incomprendido. Siente que da lo mejor de él y que nadie se lo valora	NoAlex	1	40.0	12.0	10.0	18.0	NoAlex-1
Grupo de amigos después de una noche de diversión. Están cansados y uno de ellos está triste porque lo ha dejado con su pareja 	NoAlex	9VH	40.0	12.0	10.0	18.0	NoAlex-9VH
Hombre desolado porque se ha encontrado a su mujer fallecida	NoAlex	13HM	40.0	12.0	10.0	18.0	NoAlex-13HM
Un niño al que sus padres le han obligado a tocar el violin. A él no le gusta	NoAlex	1	40.0	17.0	10.0	13.0	NoAlex-1
Unos militares descansando tras un día duro	NoAlex	9VH	40.0	17.0	10.0	13.0	NoAlex-9VH
Una cansada rodeada de árboles 	NoAlex	11	40.0	17.0	10.0	13.0	NoAlex-11
Un hombre que al levantarse se arrepiente de haber dormido con la mujer que se encuentra tumbada en la cama	NoAlex	13HM	40.0	17.0	10.0	13.0	NoAlex-13HM
Carlito tiene 10 años, y toca el violín muy a menudo. Resulta que su profesor de siempre ha tenido que irse fuera del país porque le ha surgido una muy buena oportunidad. El profesor que ahora le da las clases es muy borde y no le gusta para nada. No sabe qué hacer, si dejar de tocar el violín, o aguantarle	NoAlex	1	45.0	18.0	9.0	18.0	NoAlex-1
Tras varias semanas trabajando sin parar en la granja de su tio abuelo, porfín acabaron de reformar el granero. Los primeros Dalton, para celebrarlo se fueron al bar del pueblo a celebrarlo. A la mañana siguiente, les encontraron dormidos en la finca del vecino, con una resaca del copón.	NoAlex	9VH	45.0	18.0	9.0	18.0	NoAlex-9VH
Dos pájaros amigos deciden ir de excursión un día de niebla, resulta que a uno de ellos se le había enganchado un troco de basura a una ala, y estaban buscando a un pájaro curandero para sacárselo. Tenían que subir inumerables cuestas y pasar muchos puentes como el que se ve en la imagen. Era una aventura de no olvidar. 	NoAlex	11	45.0	18.0	9.0	18.0	NoAlex-11
Se levantó Jaime por la mañana sin poder creer lo que acaba de pasar, su mujer, su esposa desde hace 15 años había fallecido de la noche a la mañana. Madre mia, querría por todos los medios que eso fuera un sueño, pero no era así. Cómo se lo pensaba decir a las niñas, y sus padres... Qué horrible. 	NoAlex	13HM	45.0	18.0	9.0	18.0	NoAlex-13HM
Un niño que quería aprender a tocar el Violín y estaba triste por no poder escuchar su sonido debido a su problema de audición, de ahí su tristeza	NoAlex	1	46.0	15.0	14.0	17.0	NoAlex-1
Una cuadrilla de trabajadores agrícolas que descansan la siesta a la sombra de un árbol después de una dura mañana de trabajo a pleno sol. 	NoAlex	9VH	46.0	15.0	14.0	17.0	NoAlex-9VH
Un bonito lugar escondido en el bosque pero de difícil acceso por sus piedras mojadas y resbaladizas por su impresionante cascada 	NoAlex	11	46.0	15.0	14.0	17.0	NoAlex-11
Un hombre que al volver de su trabajo encuentra a su mujer  muerta en la cama, se había suicidado con unas pastillas y él muestra su sufrimiento por no haberla podido ayudar antes 	NoAlex	13HM	46.0	15.0	14.0	17.0	NoAlex-13HM
que encontró un violín que perteneció a su abuelo, despertando desde ese momento su inquietud por la música y su interés por aprender a tocarlo. 	Alex	1	70.0	28.0	20.0	22.0	Alex-1
descansando en la pradera después de una dura jornada de trabajo 	Alex	9VH	70.0	28.0	20.0	22.0	Alex-9VH
una excursión por la montaña entre barrancos y ríos turbulentos 	Alex	11	70.0	28.0	20.0	22.0	Alex-11
despertando después de hacer el amor con una bella mujer.	Alex	13HM	70.0	28.0	20.0	22.0	Alex-13HM
Es un chico que intenta estudiar y se está quedando dormido.	Alex	1	54.0	21.0	10.0	23.0	Alex-1
Son hombres en el servicio militar, descansando en un prado.	Alex	9VH	54.0	21.0	10.0	23.0	Alex-9VH
Un acantilado rocoso y solitario	Alex	11	54.0	21.0	10.0	23.0	Alex-11
El hombre se levanta a trabajar, mientras su amante se queda durmiendo en la cama	Alex	13HM	54.0	21.0	10.0	23.0	Alex-13HM
Un niño al que sus padres obligaban a tocar el violín y él estaba harto porque quería jugar al fútbol. En la foto está imaginándose su plan de fuga de casa 	NoAlex	1	33.0	11.0	8.0	14.0	NoAlex-1
Unos señores dueños de una finca en la que tenían esclavos negros. En la foto están durmiendo tranquilamente y los negros están apunto de matarlos mientras duermen y huir.	NoAlex	9VH	33.0	11.0	8.0	14.0	NoAlex-9VH
Una estampida de búfalos que están apunto de caerse por un barranco	NoAlex	11	33.0	11.0	8.0	14.0	NoAlex-11
Un marido triste que acaba de perder a su mujer enferma de cáncer.	NoAlex	13HM	33.0	11.0	8.0	14.0	NoAlex-13HM
Erase  una vez un niño que estaba triste porque no podía tocar el violín, por más que lo intentaba las notas no salían. 	NoAlex	1	38.0	14.0	11.0	13.0	NoAlex-1
Érase una vez un puñado de jornaleros descansando tras la siega. 	NoAlex	9VH	38.0	14.0	11.0	13.0	NoAlex-9VH
Érase una vez una cascada mágica que atraía a las aves.	NoAlex	11	38.0	14.0	11.0	13.0	NoAlex-11
Érase una vez un hombre enajenado por los celos que terminan con la vida de su pareja. 	NoAlex	13HM	38.0	14.0	11.0	13.0	NoAlex-13HM
Un niño frustrado ante un violín 	Alex	1	59.0	24.0	19.0	16.0	Alex-1
4 hombres descansando tras un ardúo esfuerzo 	Alex	9VH	59.0	24.0	19.0	16.0	Alex-9VH
Érase algo	Alex	11	59.0	24.0	19.0	16.0	Alex-11
La desesperación, por no pensar en una historia más fea	Alex	13HM	59.0	24.0	19.0	16.0	Alex-13HM
Erase una vez un niño que estaba cansado y aburrido de estar horas y horas tocando el violin, estaba deseoso de poder salir a jugar con sus amigos.	NoAlex	1	49.0	22.0	11.0	16.0	NoAlex-1
Erase una vez un conjunto de campesinos que decidieron tomarse un descanso despues de su larga jornada, en un prado tranquilo y con un sol calido.	NoAlex	9VH	49.0	22.0	11.0	16.0	NoAlex-9VH
Erase una vez una cascada encantada que llevaba agua sanadora a los pueblos mas cercanos. El agua era fria pero cristalina y curaba a todo ciudadano que la bebia. 	NoAlex	11	49.0	22.0	11.0	16.0	NoAlex-11
Erase una vez que un hombre lloraba la perdida de su mujer, la cual habia fallecido por una enfermedad. Se encontraba triste y solo ya que era la mujer de su vida.	NoAlex	13HM	49.0	22.0	11.0	16.0	NoAlex-13HM
Érase una vez un niño ciego llamado Lilo. Lilo, a pesar de no poder ver, era extremadamente inteligente y tenía una actitud muy positiva hacia la vida. Además, Lilo era un apasionado de la música, pero no siempre le gustaba lo que escuchaba, por lo que decidió aprender a tocar el violín y poder escuchar aquellos acordes que realmente le gustaban y le hacían sentir vien. Lilo era un apasinoado de canciones alegres, emocionantes, canciones que mientras las tocaba y escuchaba le hacían tremendamente feliz.	Alex	1	55.0	19.0	17.0	19.0	Alex-1
Érase una vez un grupo de amigos cuya principal diversión era atracar bancos. Esa diversión les llevó, en muy poco tiempo a ser fugitivos de la justicia y sobretodo, fujitivos de su vida, sin poder hacer lo que querían en el momento que querían. Ninguno de ellos se alegraba de su pasado y si pudieran dar marcha atrás, ninguno de ellos volvería a dar los pasos dados. Sin embargo, cada día soñaban con haber tomado nuevos pasos en su vida que les hcieran seguir en libertad.	Alex	9VH	55.0	19.0	17.0	19.0	Alex-9VH
Érase una vez una hormiga aventurera llamada Lila. Lila no era una hormiga normal, Lila podía brillar en la oscuridad. Sin embargo, su vida se limitaba a tener que esconderse de noche porque sino, no dejaba dormir al resto de hormigas. Un día, encontró un conjunto de luciérnagas y supo que su lugar estaba con ellas. Nunca más se escondió y ahora, cada noche, ilumina su vida y la de los demás.	Alex	11	55.0	19.0	17.0	19.0	Alex-11
"Érase una vez un hombre que cada día debía levantarse excesivamente pronto para ir a trabajar. Se juraba cada día que haría algo para no tener que levantarse tan pronto y poder despertarse junto a su mujer, desayunar con ella, contarse cómo iban a pasar el día. En definitiva, ser una persona ""normal"". Esa mañana, de nuevo, se dijo que debía luchar por conseguir esa normalidad y que si no la conseguía, tendría un nuevo día para intentarlo."	Alex	13HM	55.0	19.0	17.0	19.0	Alex-13HM
carlitos, él tiene varios dias intentanto aprender como tocar el violin. Pero aun tiene que leer toda la teoria cuando quiero solo tocar. 	Alex	1	63.0	18.0	21.0	24.0	Alex-1
un grupo de trabajadores descansando despues de un largo dia de trabajo en la fabrica. 	Alex	9VH	63.0	18.0	21.0	24.0	Alex-9VH
una cascada donde los parajos y animales suelen moverse libremente. 	Alex	11	63.0	18.0	21.0	24.0	Alex-11
un hombre cansado saliendo a trabajar despues fe una noche de pasion con su esposa 	Alex	13HM	63.0	18.0	21.0	24.0	Alex-13HM
Perezón de violín 	NoAlex	1	45.0	14.0	12.0	19.0	NoAlex-1
Acurrucaítos con el sombrero que no entre ni gota de luz 	NoAlex	9VH	45.0	14.0	12.0	19.0	NoAlex-9VH
Las cuevas de Altamira 2.0	NoAlex	11	45.0	14.0	12.0	19.0	NoAlex-11
Érase una vez un soldado de Napoleón y Josefina 	NoAlex	13HM	45.0	14.0	12.0	19.0	NoAlex-13HM
 Familia burguesa, mediados de siglo. El primogénito es castigado en su cuarto. Su madre le ha advertido que si quiere cenar esa noche tiene que rehacer los ejercicios de clase. El profesor ha comunicado a los padres las malas calificaciones que ha ido acumulando en el último trimestre. Todo a él todo eso le aburre. Encerrado en su cuarto comienza a imaginar cómo sería tener su propio violín, su verdadera pasión desde que lo escuchó sonar en un concierto al que le llevaron junto a sus compañeros de colegio. Cómo sería ser compositor. Y comienza a crear música mentalmente mientras visualiza en su ensoñación corcheas por el aire, partituras que vuelan y un un violín vibrante que le arrebata y le conecta con otro mundo muy distinto al que encierran las cuatro paredes de su habitación.	NoAlex	1	36.0	14.0	10.0	12.0	NoAlex-1
Jornaleros descansando. Hombres rudos, curtidos en el trabajo rural, sudorosos y con manos agrietadas en tareas sacrificadas. Durante un momento del día se acurrucan entre sí transmitiendo la ternura y la sensación de que, por unos segundos, vuelven a la infancia.	NoAlex	9VH	36.0	14.0	10.0	12.0	NoAlex-9VH
Los restos rocosos tras la carga de la dinamita lo invaden todo. Pero han dejado liberada la última parte de montaña que impedía llegar a la mina. Sus vetas de oro relucen y, en ese momento, todo el sacrificio hasta llegar allí parece diluirse y amortizarse. Se arrodilla, agotado, invadido por una sensación de plenitud completa. Y piensa en todos aquellos que le acompañaron pero que fueron quedándose por el camino.	NoAlex	11	36.0	14.0	10.0	12.0	NoAlex-11
Acaba de acuchillar a su amante y llora por su imperdonable acto infame. La muchacha buscaba un compañero, un esposo. Él solo un divertimento, una forma de aliviarse y algo de energía para lidiar con el tedio de un matrimonio agotado. Le decía que la quería y le gustaba verla ilusionada, aunque no fuera sincero. Creyó que podría seguir sin complicaciones mientras ella aguantase. Hasta que le confesó que esperaba un hijo y que él era el padre de la criatura	NoAlex	13HM	36.0	14.0	10.0	12.0	NoAlex-13HM
Pablo no sabía cómo podría conseguir aprender a acariciar aquel instrumento que con tanto cariño le había reglado su abuelo. Se ponía una gran presión sobre sus hombros, más de la que su propio abuelo pretendía con aquel presente. ¿Cómo si quiera podría iniciarse en algo en lo que su abuelo era virtuoso? El mejor de los regalos, pertenecer a aquella saga familiar, tener el orgullo de que a su nombre le acompañara aquel apellido, se había convertido en la peor de las condenas. 	NoAlex	1	33.0	8.0	6.0	19.0	NoAlex-1
Tras una larga y dura jornada se dispusieron a descansar lejos de los patronos y de sus órdenes incesantes. Sabían que siendo temporeros aquella labor era algo que tenía un fin marcado y eso les daba cierta paz. Sabían también que el jornal que se ganaban a pulso era lo que les permitiría mantener a sus mujeres e hijos durante la temporada próxima. Y es que ya eran años repitiendo la misma rutina, pero aún así, cada amanecer se presentaba como una pesadilla a la que enfrentarse. Y, sin embargo, saber que en unos meses estarían de vuelta en casa sabiendo que podrían tener una vida tranquila y próspera durante un tiempo, por breve que fuera, lo compensaba todo. 	NoAlex	9VH	33.0	8.0	6.0	19.0	NoAlex-9VH
Cuentan que, en las cumbres más inaccesibles de la montaña del lugar, la única que hay en realidad, habita un dragón huraño que había perdido toda ilusión y capacidad de confiar en el hombre. Tal era su desencanto y hartazgo que, en el único sendero que había para poder llegar a su hogar, se había dedicado a elaborar y diseñar todo tipo de pruebas que nunca un humano podría superar, ya que para ello debería disponer de nobleza y dignidad, y por aquel entonces el hombre andaba cojo tanto de lo uno como de lo otro. Siglos pasaron cuando una mañana para su sorpresa despertó le del sueño una voz. Tardó en identificar aquel sonido que escuchaba, ya que tanto tiempo había pasado que ya no recordaba cómo sonaban las voces de los humanos. Para cuando fue capaz de ser consciente de lo que llegaba a sus oídos, en lugar de sorpresa o rechazo su corazón se llenó de interés y emoción, ya que quien fuera que había llegado hasta allí era un rayo de esperanza, una posibilidad en medio de miles de fracasos, un futuro dentro de un odioso pasado. Y salió de su guarida, y sonrió. 	NoAlex	11	33.0	8.0	6.0	19.0	NoAlex-11
Dentro de aquella habitación los sentimientos se pintaban en tonos grises. Tener que marchar sin remedio era algo que partía la vida y el alma de los dos. Él prefirió irse sin despedirse, sin hacer ruido. Las despedidas duelen menos si no hay palabras. Prefería que en sus recuerdos ella no estuviera llorando, prefería no tener que recordar su voz rota. Los recuerdos eran de las pocas cosas que podía llevar consigo, e iban a ser para siempre. Consiguió a duras penas recomponerse sin despertarla, se despidió con un delicado beso para no perturbar su sueño y salió de la habitación tras oler su piel por última vez. 	NoAlex	13HM	33.0	8.0	6.0	19.0	NoAlex-13HM
El violín soñaba con cada roce y el niño soñaba con cada nota.	NoAlex	1	47.0	8.0	18.0	21.0	NoAlex-1
La felicidad del sudor y del cansancio no parecía compararse a nada.	NoAlex	9VH	47.0	8.0	18.0	21.0	NoAlex-9VH
Se levantó y vio que nada podía ser más bello y nadie podría contemplarlo igual	NoAlex	11	47.0	8.0	18.0	21.0	NoAlex-11
Atados y demacrados por una rutina absurda y obligatoria	NoAlex	13HM	47.0	8.0	18.0	21.0	NoAlex-13HM
El niño se siente frustrado por no saber tocar el violín a pesar que tiene muchos deseos de aprender.	NoAlex	1	48.0	10.0	16.0	22.0	NoAlex-1
Distintos forajidos del medio oeste se encuentran descansando de un largo día.	NoAlex	9VH	48.0	10.0	16.0	22.0	NoAlex-9VH
En una época medieval,  un comerciante lleva su mercancía a través de las montañas.	NoAlex	11	48.0	10.0	16.0	22.0	NoAlex-11
Un hombre acaba de asesinar a una mujer... Algo que se nota le ha llevado trabajo.	NoAlex	13HM	48.0	10.0	16.0	22.0	NoAlex-13HM
tanto me han apretado con lo de las clases extraescolares, que he desarrollado el superpoder de tocar el violín con la mente, mientras los demás compañeros se dejan el cuello sujetando el violín, yo lo toco mandándole órdenes cerebrales al instrumento, el primer día que lo conseguí el profesor me dió una colleja pensando que dormía, cuando empezó a sonar se asustó tanto que ya ni se me acerca, ahora aprovecho las clases de violín para tocar con la mente y para dormir a intervalos con la certeza de que la mente del profesor no va a decirle a su mano que me ajusticie. Cada uno a lo suyo. Fin	NoAlex	1	46.0	22.0	10.0	14.0	NoAlex-1
érase una vez un cumpleaños que duró lo que una boda gitana, cuatro días de parranda que acabó con una siesta comunal de todos los asistentes. Veintisiete personas adultas desparramadas por la plaza mayor a merced del sol. Mientras el cumpleañero, aún seguía bailando. Fin 	NoAlex	9VH	46.0	22.0	10.0	14.0	NoAlex-9VH
una miope que salió sin gafas a la calle, las fotos que hizo eran tan ciegas como su miopía, cuando enseñó las fotos de la excursión en casa le dijeron: hija mía dónde has estado?No se decirles padres, porque lo pasé bien pero ver no ví nada. Fin	NoAlex	11	46.0	22.0	10.0	14.0	NoAlex-11
mientras dormía soñé que me despertaba siendo hombre, vestía traje y corbata, tenía un trabajo de oficina y me disponía a ir a trabajar, me lavantaba a las 04:00 am y entraba a las 06:00, aún me quedaban dos horas de tren, decidía coger un libro de la mesilla para leer, dos tomos de enciclopedia y el manual de radioaficionado, al menos, me dije tendría lectura para la ida. Fin	NoAlex	13HM	46.0	22.0	10.0	14.0	NoAlex-13HM
un chico que se encontraba pensativo debatiéndose entre tocar el violín o no. Sabía que para mejorar debía dedicarle tiempo, pero en ese momento no le apetecía nada.	NoAlex	1	41.0	20.0	12.0	9.0	NoAlex-1
unos trabajadores del campo que descansaron un ratito echándose los unos sobre los otros en la tierra en un tiempo muerto.	NoAlex	9VH	41.0	20.0	12.0	9.0	NoAlex-9VH
unos pájaros salvajes que se refrescaban bajo una cascada.	NoAlex	11	41.0	20.0	12.0	9.0	NoAlex-11
un hombre que la mató porque era suya.	NoAlex	13HM	41.0	20.0	12.0	9.0	NoAlex-13HM
Pues no teníamos clase de música y voy y me duermo... cualquiera diría que estaba todo en silencio. Bueno, en mi cabeza sí estaba todo en silencio. Soñé sin ruidos.	NoAlex	1	39.0	17.0	9.0	13.0	NoAlex-1
Un día echámos la siesta entre mimos y risas. Con mucha más cercanía entre nosotros de lo  que era habitual. Y con bromas menos tontas. Nos gustó. Desde entonces, la siesta es cercana.	NoAlex	9VH	39.0	17.0	9.0	13.0	NoAlex-9VH
Estoy escondida. Tan bien escondida, que no me encuentro ni yo.	NoAlex	11	39.0	17.0	9.0	13.0	NoAlex-11
Me ciega el sol, a ti no te molesta para dormir... ¿cómo puedes dormir asi? ... ¿Estás bien? ... ¡¡¡Ana, responde!!! 	NoAlex	13HM	39.0	17.0	9.0	13.0	NoAlex-13HM
A este niño se le ha roto su violin el cual ha ahorrado varios años para comprarselo ahora esta pensando en que hacer con el si terminar de romperlo o repararlo	Alex	1	64.0	23.0	13.0	28.0	Alex-1
Obreros adescando tras un lardo día de arar la tierra 	Alex	9VH	64.0	23.0	13.0	28.0	Alex-9VH
Un dia una persona estaba caminando por un bosque cercano a su hogar y ha llegado a un lugar maravilloso donde estuvo paz y nunca más regreso a casa. Resulta que estaba muerto y descansa en paz  	Alex	11	64.0	23.0	13.0	28.0	Alex-11
Hombre sufre tras ver a su mujer enferma en cama sin ganas de levantarse, no sabe qué hacer para animara. 	Alex	13HM	64.0	23.0	13.0	28.0	Alex-13HM
Érase una vez un chico que queria aprender a tocar el piano, pero tenia un violín. El violín que le regalo su abuelo por su décimo cumpleaños, y este fue el último regalo que le hizo su abuelo antes de fallecer; y el dís de su onceabo cumpleaños se preguntaba, cómo iba a aprender a hacer algo que no quería por el simple echo de satisfacer su sentimiento de culpa de no querer tocar el violín que le regalo su abuelo. Pero su pasión por el piano era tal que ya no sabía que culpa le pesaba más, si su ansiado aprendizaje por el piano que nunca llegaba por ese violín o la pena que sentia al ver el violín y saber que nunca lo iba a tocar. 	NoAlex	1	50.0	21.0	12.0	17.0	NoAlex-1
una tarde de septiembre en un pueblo de la Mancha, donde solo había uvas y personas; donde las uvas vivian gracias a las personas y las personas vivian gracias a las uvas.	NoAlex	9VH	50.0	21.0	12.0	17.0	NoAlex-9VH
una ciudad perdida en mitad de la nada, donde indagando en esa nada, se encontraba el todo, el todo de Valeria.	NoAlex	11	50.0	21.0	12.0	17.0	NoAlex-11
Érase una vez... un cuarto, un cuarto visitado por muchos ojos, ojos oscuros, ojos perdidos, ojos apagados, etc. Pero todos reflejados en el mismo espejo, los ojos de Raquel.	NoAlex	13HM	50.0	21.0	12.0	17.0	NoAlex-13HM
Érase una vez un niño castaño de unos 7 años que desde pequeño sus padres le obligaban a asistir a clases de música como actividad extra escolar ya que su familia tenía raíces artísticas relacionadas con el mundo de la música. Sin embargo, a él no le gustaba nada. Se deprimía, se sentía triste y desganado cada vez que asistía a sus clases particulares de violín. Las horas se le hacían eternas y aburridas. Lo único que quería era poder sacar el suficiente valor para decírselo a sus padres. Pobrecito...	NoAlex	1	48.0	20.0	14.0	14.0	NoAlex-1
en la época de los 80, un grupo de ladrones que después de estar huyendo de la policía durante un buen rato de tiempo, logran escapar de la ciudad y caen rendidos en una explanada a las fueras de la ciudad.  	NoAlex	9VH	48.0	20.0	14.0	14.0	NoAlex-9VH
un lugar psicodelico al que nadie podía acceder. Un lugar de fantasía, magia... donde cualquiera de tus pensamientos pueden hacerse realidad. Pero cuidado, hasta tus pensamientos más profundos.	NoAlex	11	48.0	20.0	14.0	14.0	NoAlex-11
una pareja enamorada que tras hacer el amor tienen que despedirse. Inician una nueva etapa, una relación a distancia. El hombre se tapa la cara y llora desconsolado mientras la mujer, llena de impotencia, prefiere no mirarle a la cara sólo le acaricia la pierna... manteniendo un último contacto. 	NoAlex	13HM	48.0	20.0	14.0	14.0	NoAlex-13HM
Jorge es un chico de 10 años que no le gusta estudiar y su madre lo obligo a ir a clases de violín por las tardes porque se la pasaba dormido. Así que jorge al principio le daba pereza aprender un instrumento nuevo pero al final le agarro gusto y ahora todos los días toca.	NoAlex	1	38.0	11.0	15.0	12.0	NoAlex-1
Eran 4 amigos que trabajaban en el campo y después de comer les gustaba descansar en al aire libre.	NoAlex	9VH	38.0	11.0	15.0	12.0	NoAlex-9VH
