code;card;hum;mode;time;G-score;G-magnitude;Azure-TA;Text;Text-EN
a3268088e520bc3c84122621aa2792d7;13HM;2;W;405298;0,1;0,2;0,37;Pedro era el único doctor de la comarca, cada día recorría los distintos pueblos intentando ayudar a sus habitantes. Pero en aquella ocasión no había podido, había luchado contra una enfermedad que había ganado la batalla, y a pesar de que durante toda la noche había luchado con denuedo finalmente se había llevado en sus garras a aquella mujer;Pedro was the only doctor in the region, every day he traveled the different towns trying to help their inhabitants. But on that occasion he had not been able to, he had fought against a disease that had won the battle, and even though he had fought hard all night he had finally taken that woman into his clutches
9d03e3a59f6ba89e93cb3db6f5ae54a7;1;1;W;341832;-0,7;1,4;0,29;A pepito le obligan a tocar el violín y el prefiere el piano. No le gusta tocar un instrumento tan complicado porque le frustra, a demás no lo ha elegido el! ;Pepito is forced to play the violin and he prefers the piano. He does not like playing an instrument that is so complicated because it frustrates him, he has not chosen it!
9d03e3a59f6ba89e93cb3db6f5ae54a7;9VH;4;W;341832;-0,6;0,6;0,67;Estos trabajadores después de una jornada intensiva de trabajo, han decidido echarse al solecito para descansar;These workers after an intensive day of work, have decided to lie down in the sun to rest
9d03e3a59f6ba89e93cb3db6f5ae54a7;11;0;W;341832;0,7;0,7;0,44;Una cascada de agua fría que daba de beber a un paisaje de vegetación y la fauna. ;A waterfall of cold water that gave drink to a landscape of vegetation and fauna.
9d03e3a59f6ba89e93cb3db6f5ae54a7;13HM;2;W;341832;-0,1;0,3;0,44;Una mujer desnuda que perdió la vida en mitad de la noche, el hombre que la acompaña lamenta la perdida;A naked woman who lost her life in the middle of the night, the man who accompanies her regrets the loss
a6b4fdc876529e96d6f3e8c6ef92850d;1;1;W;955268;0,1;1,6;0,57;Rápidamente, el niño, acude al estudio de sus padres, coloca el instrumento delicadamente sobre un paño encima de la mesa. Trata de pensar cómo podría arreglarlo, se siente frustrado por no tener una solución rápida. Finalmente, decide pedir ayuda a sus padres, los cuales le ayudan a solventarlo y recupera su violín.;Quickly, the child, goes to the study of his parents, places the instrument delicately on a cloth on the table. Try to think about how you could fix it, you feel frustrated about not having a quick solution. Finally, he decides to ask for help from his parents, who help him solve it and recover his violin.
a6b4fdc876529e96d6f3e8c6ef92850d;9VH;4;W;955268;0;0;0,72;Érase una vez un grupo de trabajadores que, tras la jornada de trabajo, deciden comer juntos y echarse una siesta para reponer fuerzas.;Once upon a time there was a group of workers who, after a day's work, decide to eat together and take a nap to regain strength.
a6b4fdc876529e96d6f3e8c6ef92850d;11;0;W;955268;0,2;1,9;0,63;Érase una vez un senderista que decide hacer una ruta un domingo soleado. El camino comienza a complicarse por la pendiente de subida. Cansado, decide hacer una parada y disfrutar de la naturaleza. Se da cuenta de que finalizar la ruta no es lo relevante, sino disfrutar del paisaje. A su derecha observa el canto de unos pájaros, seguido de un río con su respectivo ruido relajante y, al fondo, la inmensidad del bosque y los altos árboles. ;Once upon a time there was a hiker who decides to make a route on a sunny Sunday. The road begins to get complicated by the climb slope. Tired, he decides to stop and enjoy nature. He realizes that finishing the route is not the relevant thing, but enjoying the landscape. To his right he observes the song of some birds, followed by a river with its respective relaxing noise and, in the background, the immensity of the forest and the tall trees.
a6b4fdc876529e96d6f3e8c6ef92850d;13HM;2;W;955268;0,1;0,8;0,38;Érase una vez una pareja. Ambos se encontraban durmiendo en su domicilio. A primera hora suena el despertador, él se tiene que despertar para ir a trabajar. Trata de no despertar a su pareja, se levanta sigilosamente, se viste, se frota los ojos del cansancio y sale camino del trabajo.  ;Once upon a time there was a couple. Both were sleeping at home. The alarm clock sounds early, he has to wake up to go to work. Try not to wake up your partner, get up stealthily, dress, rub your eyes of fatigue and go to work.
eda6d4d68e36841114681ac150e60234;1;1;W;717201;0,5;1,5;0,68;un niño al que le gustaba mucho tocar el violín. Él era muy perfeccionista por lo que en más de una ocasión se frustraba cuando una partitura no lograba reproducirla con su adorado violín. Pedro, cómo así se llamaba el niño, logró sacar fuerzas y a base de esfuerzo perseverancia alcanzó reproducir toda clase de partituras. ;a child who liked to play the violin a lot. He was a perfectionist so that on more than one occasion he was frustrated when a score could not be reproduced with his beloved violin. Pedro, as that was the name of the child, managed to draw strength and based on perseverance effort he managed to reproduce all kinds of scores.
eda6d4d68e36841114681ac150e60234;9VH;4;W;717201;0,5;1,1;0,83;Después de un largo día de trabajo, llegó la plácida siesta. Mereció la pena aguantar un poco más y saborear ese delicioso cochinillo que con tanto cariño prepara mi tía Julieta.;After a long day of work, the placid siesta arrived. It was worth it to stand a little longer and savor that delicious suckling pig that my aunt Juliet prepares so fondly.
eda6d4d68e36841114681ac150e60234;11;0;W;717201;0,8;0,8;0,8;Un sendero abrupto por el que Manuel y Alicia decidieron pasar para poder llegar a la hermosa cascada que quedaba cerca de la casa de sus primos.;A steep path through which Manuel and Alicia decided to pass to reach the beautiful waterfall that was near the house of their cousins.
eda6d4d68e36841114681ac150e60234;13HM;2;W;717201;0;1,1;0,69;El placer de tocar a una mujer estraña pronto se desvaneció al recordar a su amada Elena. No conseguía quitársela de la cabeza. Por más que buscaba distracciones. No lo consiguió hasta que decidió cambiar de vida y viajar hasta la India. Allí montó un complejo hotelero y conoció a Kira, una hermosa mujer.;The pleasure of touching a strange woman soon vanished when she remembered her beloved Elena. He could not get it out of his head. As much as I looked for distractions. He did not succeed until he decided to change his life and travel to India. There he set up a hotel complex and met Kira, a beautiful woman.
d14d5cbe51c764156f09db8a15d79a97;1;1;W;311168;0;0,5;0,27;Erase una vez un joven que tocaba el violín. Practicaba y practicaba pero no lograba mejorar, lo que lo frustraba mucho, porque su padre quería que fuese un gran violinista. Pero realmente, él no quería tocar el violín, no le gustaba;Once upon a time there was a young man who played the violin. He practiced and practiced but could not improve, which frustrated him a lot, because his father wanted him to be a great violinist. But really, he did not want to play the violin, he did not like it
d14d5cbe51c764156f09db8a15d79a97;9VH;4;W;311168;0;0,3;0,74;un hombre que trabajaba muy duro. Cada día, a la hora de comer, se echaba un rato a descansar, antes de seguir con sus labores.;A man who worked very hard. Every day, at lunchtime, he would take a break to rest, before continuing with his labors.
d14d5cbe51c764156f09db8a15d79a97;11;0;W;311168;0,1;1,1;0,61;una cascada encantada, que estaba escondida al final del bosque. Los niños iban siempre a jugar ahí, a pesar de que no tenían permiso de alejarse tanto.;an enchanted waterfall, which was hidden at the end of the forest. The children always went to play there, even though they did not have permission to get away so much.
d14d5cbe51c764156f09db8a15d79a97;13HM;2;W;311168;0,1;0,2;0,58;un hombre que despertó, después de una larga noche de fiesta y borrachera, junto a una mujer desconocida. Al despertarse, se dio cuenta de que llegaba tarde al trabajo y se vistió lo más rápido que la resaca le permitió ;a man who woke up, after a long night of partying and drunkenness, with an unknown woman. When he woke up, he realized that he was late for work and dressed as fast as the hangover allowed him.
40cf09c4faba45471aa7e6f28f2a8b1b;1;1;W;264669;-0,6;1,2;0,3;Un niño que se aburría mucho porque sus padres querían que aprendiese violin y no le gusta nada y además no se le da bien. Se siente muy frustrado;A boy who got bored because his parents wanted him to learn violin and he does not like anything and also does not like him. He feels very frustrated
40cf09c4faba45471aa7e6f28f2a8b1b;9VH;4;W;264669;0,1;0,2;0,37;Un soldado que llevaba mucho tiempo fuera de casa y, cansado, pensaba en cómo sería volver a ver a su chica;A soldier who had been away from home for a long time and, tired, thought about what it would be like to see his girl again
40cf09c4faba45471aa7e6f28f2a8b1b;11;0;W;264669;0,6;0,6;0,48;Dos urracas que vivían en una cascada mágica, y la cuidaban para que nadie descubrirse el secreto que guardaba dentro ;Two magpies that lived in a magical waterfall, and took care of it so that no one could discover the secret that kept inside
40cf09c4faba45471aa7e6f28f2a8b1b;13HM;2;W;264669;0,7;0,7;0,12;Un hombre que tuvo que matar con mucha pena a su amante que estaba embarazada porque sino su mujer se enteraría, lo hace con mucha pena ;A man who had to kill with great regret his lover who was pregnant because his wife would find out, he does it with great sorrow
b81e5e2f672fda6c3028ba6610d1aaf2;1;1;W;388246;0,7;1,4;0,6;un niño que le gustaba mucho la música, en especial el violín. Después de unos años estudiando música, una mañana se levantó y se sentó en la mesa con el violín en ella y pensó: ¿Realmente es esto lo que quiero seguir haciendo?;a child who liked music very much, especially the violin. After a few years studying music, one morning she got up and sat at the table with the violin in it and thought: Is this really what I want to continue doing?
b81e5e2f672fda6c3028ba6610d1aaf2;9VH;4;W;388246;0,5;0,5;0,53;un grupo de exploradores que iban a hacer un recorrido por una gran montaña pero se les hizo de noche y tuvieron que acampar todos juntos encima del césped. ;A group of explorers who were going to make a tour of a great mountain but they were at night and had to camp all together on the lawn.
b81e5e2f672fda6c3028ba6610d1aaf2;11;0;W;388246;0,5;1;0,83;una cascada en mitad de la naturaleza, donde todos los animales, cuando se acercaba el buen tiempo, se dirigían para estar horas y horas allí, en ese sitio ten agradable.;a waterfall in the middle of nature, where all the animals, when the good weather was approaching, were going to be there for hours and hours, in that place be nice.
b81e5e2f672fda6c3028ba6610d1aaf2;13HM;2;W;388246;-0,3;1,1;0,33;una pareja que dormían en una habitación donde la cama era muy pequeña. Casi siempre dormían mal, pero no tenían dinero para pagarse otra casa con una cama más grande. El hombre se acaba de despertar para irse a trabajar y,  como va dormido tan mal, se encuentra restregándose la cara para intentar despejarse del sueño que tiene.;A couple who slept in a room where the bed was very small. They almost always slept badly, but they had no money to pay for another house with a bigger bed. The man just woke up to go to work and, as he is sleeping so badly, he is rubbing his face to try to get rid of the dream he has.
e14ce5d06da3daeee9aa512060e88b88;1;1;W;469832;0,1;0,1;0,55;Érase una vez un niño que iba a clase de violin porque sus padres le obligaban, pero realmente no le gustaba, a él le gustaba dibujar y era muy buen dibujante.;Once upon a time there was a boy who went to violin because his parents forced him, but he really did not like it, he liked to draw and was a very good sketcher.
e14ce5d06da3daeee9aa512060e88b88;9VH;4;W;469832;0,1;0,2;0,57;Érase una vez un hombre que salió de juerga con sus amigos y cuando se despertó a la mañana siguiente estaba durmiendo a la intemperie rodeado de algunos de ellos.;Once upon a time there was a man who went out on a revelry with his friends and when he woke up the next morning he was sleeping out in the open surrounded by some of them.
e14ce5d06da3daeee9aa512060e88b88;11;0;W;469832;0,6;1,3;0,64;Érase una vez una familia de pájaros que vivían en un rincón precioso del bosque inaccesible para los humanos. Había una cascada, vegetación y muchas rocas.;Once upon a time there was a family of birds that lived in a beautiful corner of the forest inaccessible to humans. There was a waterfall, vegetation and many rocks.
e14ce5d06da3daeee9aa512060e88b88;13HM;2;W;469832;-0,1;0,6;0,15;Había una vez un hombre, normal de cara al exterior, sin embargo era un asesino en serie que mataba a mujeres mientras dormían sin ningún tipo de remordimiento.;There was once a man, normal looking abroad, however he was a serial killer who killed women while they slept without any remorse.
130b8662d2882fa141f2cfc59491167c;1;1;W;800811;0,8;1,6;0,89;un niño músico, sentado y pensativo mirando a su violín.En busca de inspiración. ;A child musician, sitting and thoughtfully looking at his violin. Looking for inspiration.
130b8662d2882fa141f2cfc59491167c;9VH;4;W;800811;-0,1;0,1;0,45;un grupo de vaqueros tirados sobre la hierva, durmiendo. ;A group of cowboys lying on the grass, sleeping.
130b8662d2882fa141f2cfc59491167c;11;0;W;800811;0;0;0,61;la ladera de una montaña, con algunas piedras sueltas....;the slope of a mountain, with some loose stones ....
130b8662d2882fa141f2cfc59491167c;13HM;2;W;800811;0,1;0,1;0,49;un hombre y una mujer, puede que la mujer esté muerta y el hombre esté llorando…;a man and a woman, the woman may be dead and the man may be crying ...
116457052e0ddfbabafad6f14feb1ab0;1;1;W;253972;0,4;0,9;0,73;Erase una vez un niño llamado Antonio que se aburría muchísimo en el colegio, hasta que aprendió que lo divertido es aprender siendo protagonista.;Once upon a time there was a boy named Antonio who got very bored at school, until he learned that the fun is learning by being a protagonist.
116457052e0ddfbabafad6f14feb1ab0;9VH;4;W;253972;0,1;0,1;0,63;Erase una vez un jornalero que tras largas horas de trabajo dormía junto con sus compañeros en el campo.;Once upon a time there was a day laborer who, after long hours of work, slept together with his colleagues in the field.
116457052e0ddfbabafad6f14feb1ab0;11;0;W;253972;0,7;0,7;1;Un precioso lugar donde se respiraba y paz y donde acudían la gente cuando querían desconectar de la vida diaria.;A beautiful place where you breathed and peace and where people came when they wanted to disconnect from daily life.
116457052e0ddfbabafad6f14feb1ab0;13HM;2;W;253972;0;0;0,72;Un hombre que al llegar a casa encontró a su mujer fallecida en la cama.;A man who upon arriving home found his deceased wife in bed.
6e863dc3f7e152fe5b0c12682649bea0;1;1;W;570271;0,4;0,4;0,72;un niño queriendo tocar el violín y se quedó pensando a quien le podía pedir ayuda para que le enseñara.;a boy wanting to play the violin and he kept thinking to whom he could ask for help to teach him.
6e863dc3f7e152fe5b0c12682649bea0;9VH;4;W;570271;0,3;0,3;0,65;un grupo de cowboys que decidieron descansar en la hierba y comer todos juntos para continuar el viaje a lo largo del territorio de Texas.;A group of cowboys who decided to rest on the grass and eat all together to continue the journey throughout the territory of Texas.
6e863dc3f7e152fe5b0c12682649bea0;11;0;W;570271;0,1;0,1;0,61;un desprendimiento de rocas que casi alcanza al viajero del alba y su compinche. ;a rockfall that almost reaches the dawn traveler and his buddy.
6e863dc3f7e152fe5b0c12682649bea0;13HM;2;W;570271;-0,4;0,4;0,32;una joven enferma que no pudo más y aprovecho un instante para dejar este mundo mientras su marido fue a buscar las medicinas.;a sick young woman who could not take more and took an instant to leave this world while her husband went to look for medicines.
28c8077263a82f72c525546ff0ddd3e5;1;1;W;329694;0;1,8;0,31;un niño llamado Pablo al que le habían regalado un precioso violín por su cumpleaños, pero cuando se puso a tocarlo, como no sabía, se le rompió una cuerda y se puso muy triste. Menos mal que su padre sabía y se la arregló rápido.;a boy named Pablo who had been given a precious violin for his birthday, but when he started to play it, as he did not know, a string broke and he became very sad. Thank God his father knew and he managed it quickly.
28c8077263a82f72c525546ff0ddd3e5;9VH;4;W;329694;0;0,6;0,67;Tras pasar todo el día segando los campos de trigo bajo el sol y con un calor agotador, el grupo de trabajadores aprovechó el momento de después de comer para echarse una siesta reconfortante.;After spending all day mowing the wheat fields under the sun and with exhausting heat, the group of workers took advantage of the moment after lunch to take a comforting nap.
28c8077263a82f72c525546ff0ddd3e5;11;0;W;329694;0,8;1,6;0,83;Tras un viaje lleno de aventuras y dificultades, por fin llegaron a la cascada tras la que se escondía el tesoro ansiado, finalmente habían encontrado el escondite del Tesoro de Barbanegra.;After a trip full of adventures and difficulties, they finally arrived at the waterfall behind which the treasure was hidden, finally they had found the hiding place of the Treasure of Blackbeard.
28c8077263a82f72c525546ff0ddd3e5;13HM;2;W;329694;-0,9;0,9;0,16;Por más que intentó salvarla, el doctor no pudo hacer nada por la pobre Luci, que murió en su cama tras horas de fallidos intentos de recuperar su corazón.;As much as he tried to save her, the doctor could not do anything for poor Luci, who died in her bed after hours of failed attempts to recover her heart.
71509121918c3bcb8eac7a59658bd644;1;1;W;750870;0;0;0,41;Un niño que debía tener una clase, pero tenía mucho sueño y eso le impedía realizar la práctica de su clase.;A child who had to have a class, but was very sleepy and that prevented him from practicing his class.
71509121918c3bcb8eac7a59658bd644;9VH;4;W;750870;0,9;0,9;0,86;Una fiesta muy alegre se realizó en un pueblito y luego de finalizada la celebración, se reunieron unos amigos a conversar pero el sueño los venció.;A very happy party was held in a small town and after the conclusion of the celebration, some friends met to talk but the dream overcame them.
71509121918c3bcb8eac7a59658bd644;11;0;W;750870;0;0,2;0,76;en un lugar muy lejano en el inicio de los tiempos, se posó una nave proveniente de un lugar desconocido, y trajo consigo la esperanza a una tierra desolada.;In a very distant place at the beginning of time, a ship came from an unknown place, and brought hope to a desolate land.
71509121918c3bcb8eac7a59658bd644;13HM;2;W;750870;0,3;1,1;0,45;luego de un parto difícil, un médico se recupera. Secando el sudor se siente satisfecho del trabajo realizado.;After a difficult delivery, a doctor recovers. Drying the sweat feels satisfied with the work done.
06149a5d3a9ad9dd786dbc97ec55cb98;1;1;W;363804;0,8;0,8;0,41;Es un momento para la lectura o estudio que me recuerda a mi epoca estufiantil de mi infancia. ;It is a time for reading or study that reminds me of my childhood time of my childhood.
06149a5d3a9ad9dd786dbc97ec55cb98;9VH;4;W;363804;0,8;0,8;0,82;Tras una gran caminata nis relajamos debajo de la sombra de un gran árbol.;After a great walk, we relax under the shadow of a large tree.
06149a5d3a9ad9dd786dbc97ec55cb98;11;0;W;363804;-0,2;0,5;0,44;Me recuerda al paisaje donde yo vivo, esos barrancos llenos de agua glaciar tras el deshielo, tipico de la primavera en el Pirineo.;It reminds me of the landscape where I live, those ravines full of glacial water after the thaw, typical of spring in the Pyrenees.
06149a5d3a9ad9dd786dbc97ec55cb98;13HM;2;W;363804;0,7;0,7;0,6;Imagen que me recuerda la despedida de un ser querido.;Image that reminds me of the farewell of a loved one.
3d7431322c06c2f0836a2432d477973f;1;1;W;2261061;0;1,4;0,66;Érase una vez un niño que tras horas de práctica infructuosas con su violín estuvo a punto de abandonar sus estudios. Pero en lugar de ello tras dejarlo reposar sobre la mesa al explorar su estructura, materiales y funcionamiento supo encontrar como transformar la frustración que estaba sintiendo en un camino de aprendizaje interactivo con su instrumento, compañero de nuevas aventuras llenas de asombro.;Once upon a time there was a child who after hours of unsuccessful practice with his violin was about to abandon his studies. But instead of letting it rest on the table while exploring its structure, materials and operation, he knew how to transform the frustration he was feeling into an interactive learning path with his instrument, companion of new adventures full of wonder.
3d7431322c06c2f0836a2432d477973f;9VH;4;W;2261061;0,6;1,2;0,64;Tras la dura tarea de recoger las uvas en el viñedo, los muchachos se echaron una siesta en el prado mientras hablaban y fantaseaban sobre sus enamoradas y las proximas fiestas del pueblo.La tarde transcurrió apacible y al bajar la solana volvieron a su trabajo con ilusión de cumplir sus sueños en un futuro cercano.;After the hard task of picking the grapes in the vineyard, the boys took a nap in the meadow while talking and fantasizing about their love and the upcoming festivities of the town. The afternoon was peaceful and when they went down the sun they returned to their work with illusion to fulfill their dreams in the near future.
3d7431322c06c2f0836a2432d477973f;11;0;W;2261061;0,4;0,9;0,41;"La búsqueda no había resultado infrucuosa, el sonido y la sensación de humedad creciente que había percibido en el aire no lo habían engañado; ahí estaba frente a el ese manantial que surgía a borbotones desde la pared del escarpado desfiladero. Supo entonces que podría saciar su sed y continuar adelante.";"The search had not been unsuccessful, the sound and the sensation of increasing humidity that he had perceived in the air had not deceived him; there was in front of the spring that gushed from the wall of the steep gorge. He knew then that he could quench his thirst and continue on."
3d7431322c06c2f0836a2432d477973f;13HM;2;W;2261061;-0,4;0,9;0,25;"La desesperación se apoderó de él, comprendió que todas las señales que ella le había dado sobre su desencanto con la vida eran la antesala de un suicidio premeditado que no vio venir; no pudo llegar a tiempo para salvarla.";"Despair seized him, he realized that all the signals she had given him about his disenchantment with life were the prelude to a premeditated suicide that he did not see coming; He could not arrive in time to save her."
d381cf2ee0ac9c9b5820936906d65472;1;1;W;563420;-0,6;0,6;0,35;Un niño q cada día le obligaban a tocar el violín por q su padre quería tocar el violín ... ;A boy who was forced every day to play the violin because his father wanted to play the violin ...
d381cf2ee0ac9c9b5820936906d65472;9VH;4;W;563420;0,5;1,1;0,8;Después de un duro día de trabajo Javier se puso a descansar con sus compañeros de trabajo, aunq tuvieron un duro de trabajo , trabajar con amigos es más llevadero.... da gusto descansar por fin.;After a hard day's work Javier went to rest with his coworkers, aunq had a hard work, working with friends is more bearable .... it's nice to rest at last.
d381cf2ee0ac9c9b5820936906d65472;11;0;W;563420;0;0;0,6;una cueva donde vivian en la prehistoria una familia ....y de repente descubren el fuego ;a cave where a family lived in prehistory ... and suddenly discover the fire
d381cf2ee0ac9c9b5820936906d65472;13HM;2;W;563420;0,4;0,9;0,75;hay amores q matan ella siempre fue ella no pudiste arruinar su vida a pesar de lo q parezca ella siempre a sido más fuerte q tu, pero hay amores q matan…;there are loves that kill her she was always she could not ruin her life despite what looks like she has always been stronger than you, but there are loves that kill ...
78745724e1f30e09d0231d3c054c5c6e;1;1;W;1053753;0,4;0,4;0,4;Un niño que debia empezar a practicar para su clase de violin, pero  no esta a seguro de querer hacerlo ni siquiera dé que le guste ese instrumento. ;A child who should start practicing for his violin class, but he is not sure he wants to do it or even that he likes that instrument.
78745724e1f30e09d0231d3c054c5c6e;9VH;4;W;1053753;-0,2;0,2;0,58;un grupo de amigos descansando antes de volver al trabajo.;A group of friends resting before returning to work.
78745724e1f30e09d0231d3c054c5c6e;11;0;W;1053753;0,8;0,8;1;la aventura, el  campo, la naturaleza, descubrir, oler, sentir el sol que cae sobre la piel  y disfrutar.;the adventure, the countryside, nature, discover, smell, feel the sun that falls on the skin and enjoy.
78745724e1f30e09d0231d3c054c5c6e;13HM;2;W;1053753;-0,5;0,5;0,55;un hombre que quisiéra seguir compartiendo el lécho con su esposa, pero uff ni modo, hay que ir a trabajar.;a man who wanted to continue sharing the law with his wife, but uff no way, you have to go to work.
11234a3a0859093a668ef4669db3f148;1;1;W;599645;0,8;1,7;0,7;Un niño que estaba imaginando como convertise en un gran violinista. Con esfuerzo y mucho estudio llegaría a ser un gran músico ;A child who was imagining how to become a great violinist. With effort and much study he would become a great musician
11234a3a0859093a668ef4669db3f148;9VH;4;W;599645;0,8;0,8;0,81;un grupo de personas que estaban descansando después de realizar un gran esfuerzo levantando una iglesia todos juntos.;a group of people who were resting after making a great effort raising a church all together.
11234a3a0859093a668ef4669db3f148;11;0;W;599645;0,8;0,8;0,8;Érase una vez...un frondoso y mágico bosque lleno de animales fantásticos, plantas originales y cascadas nunca vistas. ;Once upon a time ... a leafy and magical forest full of fantastic animals, original plants and waterfalls never seen before.
11234a3a0859093a668ef4669db3f148;13HM;2;W;599645;-0,4;0,8;0,57;un hombre que acababa de encontrar muerta a su mujer.no podía encontrar el consuelo de esa pérdida. ;A man who had just found his wife dead. He could not find the consolation of that loss.
fef2bf388aa21eace80757369757689c;1;1;W;2456363;-0,4;0,4;0,55; un niño al que sus padres de clase acomodada le dijeron que tenía que aprender a tocar el violín y el niño lo odiaba.;a boy whose upper-class parents told him he had to learn to play the violin and the boy hated him.
fef2bf388aa21eace80757369757689c;9VH;4;W;2456363;0,4;0,4;0,27;unos tíos que se fueron de juerga y ahora están durmiendo la mona.;some uncles that went away of revelry and now they are sleeping the cute one.
fef2bf388aa21eace80757369757689c;11;0;W;2456363;-0,3;0,7;0,82;Érase una vez... unos caballeros que volvían de jugar a Cruzadas cuando un dragón les atacó camino de casa... (no se aprecia bien la zona alrededor del puente);Once upon a time ... gentlemen returning from playing Crusades when a dragon attacked them on the way home ... (the area around the bridge is not well appreciated)
fef2bf388aa21eace80757369757689c;13HM;2;W;2456363;-0,6;0,6;0,62;un hombre que mata a su amante porque ella le amenazó con contárselo a su mujer si este no se iba con ella.;a man who kills his lover because she threatened to tell his wife if he did not leave with her.
50b3cf640a722b74e29d3043ed5f0be9;1;1;W;188623;0,7;0,7;0;Un niño que quería estudiar violín pero le obligaban a estudiar una carrera con más salidas.;A boy who wanted to study violin but forced him to study a career with more outings.
50b3cf640a722b74e29d3043ed5f0be9;9VH;4;W;188623;-0,2;0,2;0,69;Un grupo de hombres homosexuales felices en un mundo sin homofobia ;A group of happy gay men in a world without homophobia
50b3cf640a722b74e29d3043ed5f0be9;11;0;W;188623;0,4;0,4;0,63;Una selva llena de playas e insectos de todos los colores y tamaños.;A jungle full of beaches and insects of all colors and sizes.
50b3cf640a722b74e29d3043ed5f0be9;13HM;2;W;188623;0,2;0,2;0,23;La muerte de la amada ;The death of the beloved
581800d76e962da7850f9ef1804b202c;1;1;W;462029;0;1,4;0,35;Érase una vez un niño al que su padre músico le había regalado un violín. Pero este niño no quería ser músico, le gustaban más las matemáticas. El niño se encuentra triste porque tiene que ponerse a practicar, pero no le apetece.;Once upon a time there was a boy whose musician father had given him a violin. But this child did not want to be a musician, he liked math more. The child is sad because he has to practice, but he does not feel like it.
581800d76e962da7850f9ef1804b202c;9VH;4;W;462029;-0,2;0,9;0,4;Érase una vez un grupo de mafiosos descansa en el césped después de haber uído tras uno de sus golpes. Se encuentran ya lejos de la ciudad donde han cometido el delito y por eso están tranquilos desansando mientras uno de ellos hace guardia.;Once upon a time a group of mobsters rests on the lawn after having blown up after one of their blows. They are already far from the city where they have committed the crime and that is why they are quietly desansando while one of them stands guard.
581800d76e962da7850f9ef1804b202c;11;0;W;462029;-0,1;0,4;0,36;Érase una vez un assalto a un castillo. Un grupo de guerreros lleva un ariete para romper la puerta del castillo que ya ha sido dañado anteriormente por las catapultas.;Once upon a time there was an assalt to a castle. A group of warriors takes a battering ram to break the castle door that has already been damaged by the catapults.
581800d76e962da7850f9ef1804b202c;13HM;2;W;462029;-0,7;1,4;0,34;Érase una vez un hombre que mató a su amante en un impulso porque esta le amenazó con contarlo todo si no hablaba con su familia. El hombre la mata a golpes en un impulso agresivo y ahora está desesperado porque no sabe como salir de esa situación.;Once upon a time there was a man who killed his lover in an impulse because she threatened to tell everything if he did not talk to his family. The man kills her in an aggressive impulse and now he is desperate because he does not know how to get out of that situation.
21c2ce5748e4910fb1e9addfa6bb0e3e;1;1;W;1738509;-0,1;1,6;0,35;Un niño cuyo padre le regaló un violín, cuando él lo que quería era un balón de fútbol. Encima, como no tenía acceso a YouTube, tenía que aprender leyendo un libro muy aburrido, porque el padre tampoco sabía tocar el violín y no tenían dinero para pagarle las clases. El niño nunca aprendió a tocar el violín, pero acabó jugando en el Atlético de Madrid.;A boy whose father gave him a violin, when he wanted a soccer ball. On top of that, since I did not have access to YouTube, I had to learn by reading a very boring book, because the father also did not know how to play the violin and did not have the money to pay for the classes. The boy never learned to play the violin, but ended up playing at Atlético de Madrid.
21c2ce5748e4910fb1e9addfa6bb0e3e;9VH;4;W;1738509;0,3;0,6;0,78;Cuatro colegas que pusieron una plantación en una huerta y trabajaban fuerte para sacarla adelante. A mediodía se comían unos buenos bocatas y una fruta y se echaban una buena siesta a la sombra de sus frutales.;Four colleagues who put a plantation in an orchard and worked hard to get it out. At midday they ate some good sandwiches and a fruit and took a good nap in the shade of their fruit trees.
21c2ce5748e4910fb1e9addfa6bb0e3e;11;0;W;1738509;-0,1;3,1;0,52;2 jóvenes aventureros querían recuperar el tesoro escondido en la cueva del Dragón Chimpón, de cuya leyenda se contaban muchas historias en su pueblo. Cogieron unas mochilas, comida, sacos de dormir, se armaron con espadas y arcos y tras varias semanas de viaje, llegaron a la cueva del dragón. Allí, descubrieron el tesoro e intentaron hacerse con él sigilosamente, pero despertaron al dragón. Intentaron huir con parte del botín, corriendo rápidamente, pero el dragón salió detrás de ellos. Al dragón le daban ardor de estómago los humanos. Estuvo varios días malo del estómago. Los aventureros pasaron a la historia como los ardores de estómago de Chimpón.;2 young adventurers wanted to recover the treasure hidden in the cave of the Chimpón Dragon, whose legend told many stories in their town. They took backpacks, food, sleeping bags, armed themselves with swords and bows and after several weeks of traveling, they arrived at the dragon cave. There, they discovered the treasure and tried to steal it, but they woke the dragon. They tried to flee with part of the booty, running quickly, but the dragon came after them. The dragon was heartburned by humans. He was bad stomach for several days. The adventurers went down in history as Chimpón's heartburn.
